,Date,Open,High,Low,Close,Adj_Close,Volume,SlowD,SlowK,WILLR,MACD,MACD_Signal,MACD_Hist,RSI,ADX,CCI,Chaikin A/D,OBV
1971,2008-01-14,236.0,258.3,232.62,253.63,160.9335,8199610,80.4296,86.7507,-7.1758,9.5717,6.3876,3.1841,77.4529,32.5208,208.7921,-16414619.6637,615139625.0000
1972,2008-01-15,253.2,257.53,237.01,239.31,151.8472,6402495,83.6776,81.0557,-30.4815,12.0751,7.5251,4.5500,83.0333,36.3071,134.5125,-21381855.9076,608737130.0000
1973,2008-01-16,238.0,239.77,227.91,231.34,146.79,4469725,76.6348,62.0979,-43.3650,12.6864,8.5574,4.1290,66.7995,36.9559,51.8882,-23266231.6678,604267405.0000
1974,2008-01-17,233.6,239.0,223.2,232.41,147.469,3536020,62.7048,44.9609,-41.6439,12.6697,9.3798,3.2898,62.8475,36.3235,32.4365,-22679876.6338,607803425.0000
1975,2008-01-18,232.0,232.0,218.0,222.55,141.2126,516090,45.4744,29.3645,-57.5036,12.3846,9.9808,2.4038,61.3802,34.5184,-23.2353,-22860507.9126,607287335.0000
1976,2008-01-21,216.0,227.76,204.0,212.13,134.6009,2408440,32.0276,21.7575,-85.0276,10.7437,10.1334,0.6103,48.7376,31.8483,-94.9952,-23620746.4511,604878895.0000
1977,2008-01-22,200.0,219.8,169.71,194.92,123.6808,3639625,23.9808,20.8205,-71.5431,8.0594,9.7186,-1.6592,39.6609,32.9032,-180.1052,-23596769.1025,601239270.0000
1978,2008-01-23,207.76,220.0,192.0,203.14,128.8965,4573800,25.2391,33.1392,-62.2644,6.4834,9.0715,-2.5881,45.1643,33.8180,-100.6488,-24531131.4292,605813070.0000
1979,2008-01-24,220.0,223.78,196.0,200.44,127.1833,6836390,32.8270,44.5212,-65.3121,6.1512,8.4875,-2.3362,52.7216,33.9530,-76.6355,-29182238.0336,598976680.0000
1980,2008-01-25,204.4,230.2,202.0,219.55,139.3091,3481300,45.8839,59.9913,-43.7408,4.5764,7.7053,-3.1288,44.1123,32.9420,-22.1383,-28330429.3851,602457980.0000
1981,2008-01-28,217.8,230.2,207.06,228.29,144.8548,1895700,60.2342,76.1900,-33.2954,4.3594,7.0361,-2.6767,51.6481,32.0320,14.1825,-26747676.2078,604353680.0000
1982,2008-01-29,230.2,239.0,214.4,229.24,145.4575,4328530,74.1127,86.1568,-15.0300,5.1289,6.6546,-1.5258,57.5354,29.6752,66.1448,-25853814.5699,608682210.0000
1983,2008-01-30,230.0,230.0,214.4,220.15,139.6898,259620,79.9200,77.4131,-27.2045,5.6573,6.4552,-0.7979,57.4101,27.5540,37.2301,-25922048.1051,608422590.0000
1984,2008-01-31,223.6,230.0,210.2,224.16,142.2342,4376745,76.2220,65.0962,-21.4172,5.4963,6.2634,-0.7671,53.2850,26.2690,48.6356,-24127138.4000,612799335.0000
1985,2008-02-01,228.0,230.0,212.0,217.03,137.7101,7751540,63.8664,49.0898,-31.7073,5.6586,6.1424,-0.4839,55.7157,25.1126,39.5460,-27546429.6835,605047795.0000
1986,2008-02-04,223.8,225.96,215.4,217.79,138.1923,3356465,51.1132,39.1536,-30.6105,5.3861,5.9912,-0.6050,52.8018,24.0718,34.5596,-29383588.2218,608404260.0000
1987,2008-02-05,218.4,219.8,210.65,211.94,134.4803,1990970,36.7875,22.1189,-57.5745,4.6805,5.7290,-1.0485,49.1311,23.9510,-41.8180,-30813167.0302,606413290.0000
1988,2008-02-06,210.0,217.78,203.31,216.93,137.6466,2488040,29.9989,28.7241,-51.3256,3.4043,5.2641,-1.8598,43.8609,24.9304,-83.7083,-28617435.0858,608901330.0000
1989,2008-02-07,216.93,216.93,203.01,206.94,131.3077,2603445,25.2120,24.7931,-86.6486,2.9184,4.7950,-1.8765,48.8868,25.8541,-151.8207,-29750828.5708,606297885.0000
1990,2008-02-08,206.94,208.94,193.11,196.73,124.8293,2601065,26.3514,25.5370,-92.1116,1.7076,4.1775,-2.4699,42.7558,27.9313,-181.2039,-31162273.6466,603696820.0000
1991,2008-02-11,196.73,197.4,180.2,186.15,118.116,3395480,21.2885,13.5353,-89.8810,-0.0750,3.3270,-3.4020,37.4258,30.9492,-191.8700,-32208556.0493,600301340.0000
1992,2008-02-12,187.22,200.0,184.21,198.12,125.7113,4889300,21.2163,24.5766,-64.0161,-2.2294,2.2157,-4.4451,33.1490,32.9391,-107.2256,-28483526.1596,605190640.0000
1993,2008-02-13,200.0,204.0,192.0,193.4,122.7163,3252485,23.6649,32.8827,-73.4940,-2.8725,1.1981,-4.0705,42.8931,33.6315,-70.8153,-30977101.2455,601938155.0000
1994,2008-02-14,205.0,205.0,194.47,198.64,126.0412,2712105,35.5736,49.2614,-62.9719,-2.9447,0.3695,-3.3142,46.2959,33.9774,-40.2001,-31541158.0973,604650260.0000
1995,2008-02-15,196.0,210.0,193.0,205.88,130.6351,2325490,48.0785,62.0913,-43.8811,-3.6856,-0.4415,-3.2441,41.3662,32.9286,-5.1041,-30342845.4118,606975750.0000
1996,2008-02-18,208.0,213.38,206.4,210.18,133.3636,3079605,63.7138,79.7886,-24.2930,-3.2669,-1.0066,-2.2603,49.3555,31.1283,68.9558,-30086953.1409,610055355.0000
1997,2008-02-19,218.4,219.97,203.31,207.63,131.7455,1996365,72.9695,77.0285,-31.0284,-2.0720,-1.2197,-0.8523,55.2299,28.0240,79.7838,-31047986.9019,608058990.0000
1998,2008-02-20,207.6,207.6,197.03,201.22,127.6783,1581545,71.7601,58.4631,-47.1461,-1.9737,-1.3705,-0.6032,48.7106,26.4291,9.2685,-31375667.6966,606477445.0000
1999,2008-02-21,201.76,207.0,196.04,200.14,126.993,1558855,57.7009,37.6112,-49.8617,-2.3401,-1.5644,-0.7757,45.4848,25.1769,9.4028,-31768225.1107,604918590.0000
2000,2008-02-22,196.0,197.0,192.05,194.2,123.224,2060320,39.2084,21.5509,-64.7976,-3.0599,-1.8635,-1.1964,42.4071,24.7847,-67.1524,-32038776.0914,602858270.0000
2001,2008-02-25,199.6,199.92,187.6,191.36,121.4219,2545540,24.8085,15.2634,-80.0056,-3.3019,-2.1512,-1.1507,44.9919,25.1849,-100.7878,-33030545.9798,600312730.0000
2002,2008-02-26,190.0,196.0,190.0,192.16,121.9295,1683995,16.9510,14.0387,-85.9129,-4.2196,-2.5649,-1.6548,39.7112,25.5451,-99.3421,-33502062.3345,601996725.0000
2003,2008-02-27,194.22,200.98,194.0,198.57,125.9968,2757150,19.8743,30.3207,-66.1106,-4.5539,-2.9627,-1.5913,42.9800,24.3660,-34.1574,-32648839.2626,604753875.0000
2004,2008-02-28,200.0,205.6,195.01,201.91,128.1161,2778390,32.4361,52.9488,-55.7924,-4.3029,-3.2307,-1.0722,47.3262,22.0831,4.6435,-31806663.4284,607532265.0000
2005,2008-02-29,199.74,208.0,190.02,204.51,129.7659,2985065,52.0830,72.9795,-47.7603,-4.0779,-3.4001,-0.6777,47.1466,21.1527,7.8985,-29980429.8069,610517330.0000
2006,2008-03-03,193.0,199.6,186.0,187.89,119.2201,2074360,60.9742,56.9943,-94.4363,-4.3928,-3.5987,-0.7941,42.5006,21.1240,-105.2932,-31478240.3075,608442970.0000
2007,2008-03-04,188.0,192.0,173.0,182.18,115.597,4770540,56.4037,39.2372,-73.7714,-4.9883,-3.8766,-1.1117,39.3078,23.0758,-180.3550,-31638935.6963,603672430.0000
2008,2008-03-05,182.0,185.0,175.03,179.32,113.7823,4360045,37.9524,17.6255,-81.9428,-5.8767,-4.2766,-1.6001,35.7290,24.8325,-162.1678,-32246798.9402,599312385.0000
2009,2008-03-07,179.32,179.32,161.86,168.17,106.7074,5119425,25.3944,19.3205,-86.3242,-6.7195,-4.7652,-1.9543,34.1844,27.8269,-175.7491,-33665932.3834,594192960.0000
2010,2008-03-10,170.0,170.0,155.4,161.34,102.3736,10215405,17.3344,15.0573,-88.7072,-8.0468,-5.4215,-2.6252,29.2913,31.0414,-153.0829,-35569076.9458,583977555.0000
2011,2008-03-11,151.4,169.28,151.26,167.23,106.1109,5531340,18.8275,22.1048,-71.8541,-10.4787,-6.4330,-4.0457,22.2341,34.2371,-112.8381,-31296256.4882,589508895.0000
2012,2008-03-12,173.0,177.98,169.25,172.8,109.6452,3742805,25.3296,38.8266,-62.0374,-10.5415,-7.2547,-3.2869,40.6765,34.6673,-46.4874,-31995080.9461,593251700.0000
2013,2008-03-13,169.24,172.4,152.4,161.32,102.3609,5312500,35.7430,46.2976,-82.2700,-10.7706,-7.9579,-2.8127,38.8925,36.5548,-87.7868,-32568824.0399,587939200.0000
2014,2008-03-14,161.32,178.98,157.0,172.07,109.182,3541275,47.7931,58.2550,-63.3239,-11.4591,-8.6581,-2.8010,35.2720,36.7830,-37.9244,-31254134.6403,591480475.0000
2015,2008-03-17,168.2,168.2,155.7,158.76,100.7365,5544380,50.1820,45.9934,-84.4849,-11.3191,-9.1903,-2.1288,40.6084,37.1143,-84.6141,-34083987.9665,585936095.0000
2016,2008-03-18,157.01,165.2,150.2,156.51,99.3089,6631690,48.5332,41.3511,-84.9043,-11.9731,-9.7469,-2.2262,35.3427,37.9412,-102.2099,-35136217.8816,579304405.0000
2017,2008-03-19,163.0,167.0,148.0,150.67,95.6032,9444900,35.5148,19.1999,-92.7838,-11.8712,-10.1717,-1.6995,39.9723,38.8915,-107.0387,-41926605.8700,569859505.0000
2018,2008-03-24,154.0,158.4,142.5,144.99,91.9992,6392830,24.3358,12.4564,-93.2374,-12.3740,-10.6122,-1.7618,35.7044,40.2455,-169.1986,-46317148.4900,563466675.0000
2019,2008-03-25,146.0,161.0,146.0,158.19,100.3748,6987155,19.0515,25.4982,-56.9901,-13.2652,-11.1428,-2.1224,32.2984,40.7404,-70.6262,-41947845.7001,570453830.0000
2020,2008-03-26,161.0,168.0,157.06,165.76,105.1781,3800670,30.3284,53.0306,-36.2390,-12.6156,-11.4373,-1.1782,43.5226,39.3802,34.6118,-39703577.5734,574254500.0000
2021,2008-03-27,163.02,163.02,157.42,158.49,100.5652,4554225,50.0621,71.6574,-56.1677,-11.8017,-11.5102,-0.2915,44.8898,38.1560,-10.8147,-42517428.4990,569700275.0000
2022,2008-03-28,159.4,163.98,153.07,161.44,102.437,5456695,66.9178,76.0654,-48.0811,-11.3184,-11.4719,0.1535,42.8256,37.6888,6.1207,-39601519.2981,575156970.0000
2023,2008-03-31,161.0,164.0,148.42,157.97,100.2352,9373050,70.5064,63.7965,-57.5932,-10.6831,-11.3141,0.6310,44.0882,37.8920,-30.0806,-37483857.6000,565783920.0000
2024,2008-04-01,161.8,161.8,142.24,144.33,91.5804,8324865,61.8203,45.5990,-91.9492,-9.9998,-11.0512,1.0515,44.7659,38.8078,-131.9731,-44029689.4042,557459055.0000
2025,2008-04-02,149.78,153.0,147.8,148.92,94.4928,9261800,46.8230,31.0736,-74.0683,-10.3093,-10.9029,0.5935,37.2323,39.6321,-96.9058,-49301806.4521,566720855.0000
2026,2008-04-03,149.0,150.0,145.21,148.84,94.4421,3186435,33.2401,23.0476,-74.3789,-10.4966,-10.8216,0.3250,36.7860,40.6874,-98.0521,-47658704.5408,563534420.0000
2027,2008-04-04,149.01,149.56,142.01,142.89,90.6667,5090635,25.2661,21.6771,-96.6141,-10.5229,-10.7619,0.2390,36.7967,42.0116,-108.1469,-51562643.5454,558443785.0000
2028,2008-04-07,143.58,152.39,139.0,150.23,95.3241,5362655,24.1957,27.8623,-61.2759,-10.8567,-10.7808,-0.0759,33.3601,43.5388,-74.8148,-47930138.1725,563806440.0000
2029,2008-04-08,150.2,155.36,148.81,151.75,96.2885,5254960,31.0898,43.7301,-56.0345,-10.4665,-10.7180,0.2515,40.8442,43.7504,-13.7264,-48467667.3835,569061400.0000
2030,2008-04-09,152.0,163.28,148.23,159.54,101.2314,5289170,47.3958,70.5949,-17.8400,-9.8978,-10.5539,0.6561,42.7854,41.3232,65.7957,-45807271.2828,574350570.0000
2031,2008-04-10,160.46,164.45,154.02,155.59,98.7251,6053590,63.4102,75.9057,-34.8134,-8.6647,-10.1761,1.5114,51.1560,38.7964,86.1428,-50038407.9271,568296980.0000
2032,2008-04-11,158.0,159.0,151.12,151.99,96.4408,5140465,71.1473,66.9414,-48.9587,-7.7960,-9.7001,1.9041,48.8471,37.1363,40.0948,-54043783.3035,563156515.0000
2033,2008-04-15,151.0,156.6,148.23,154.68,98.1477,8752550,64.9483,51.9979,-38.3890,-7.5850,-9.2771,1.6921,42.7470,36.2251,34.6197,-49306762.5043,571909065.0000
2034,2008-04-16,156.6,158.8,154.43,157.15,99.7149,2959865,55.8465,48.6003,-28.6837,-6.8865,-8.7989,1.9124,48.4674,34.6421,84.3782,-48582042.9108,574868930.0000
2035,2008-04-17,159.76,170.6,159.76,164.88,104.6198,11679770,52.3316,56.3965,-18.1013,-6.0087,-8.2409,2.2322,51.5053,32.2936,167.0552,-49228514.2919,586548700.0000
2036,2008-04-21,166.4,178.0,163.01,176.31,111.8723,16970085,59.8597,74.5823,-4.3333,-4.7228,-7.5373,2.8145,57.3725,31.5518,187.8614,-36084909.3484,603518785.0000
2037,2008-04-22,176.8,184.8,175.26,181.8,115.3559,9708480,72.6096,86.8499,-6.5502,-2.8319,-6.5962,3.7643,64.7866,31.9073,178.2881,-32482386.4923,613227265.0000
2038,2008-04-23,183.0,183.98,174.02,179.44,113.8584,5077185,83.6408,89.4902,-14.6568,-0.8235,-5.4417,4.6181,68.4244,31.8644,118.3214,-32033797.4664,608150080.0000
2039,2008-04-24,181.04,182.0,176.0,179.71,114.0297,5738825,86.9823,84.6067,-13.9185,0.6030,-4.2327,4.8357,66.0284,31.8259,92.6510,-30675595.4925,613888905.0000
2040,2008-04-25,180.0,184.0,177.6,181.54,115.1909,5053415,85.4837,82.3542,-8.9144,1.6308,-3.0600,4.6908,64.6929,32.1389,82.7888,-29507007.9701,618942320.0000
2041,2008-04-28,183.2,185.0,180.0,183.78,116.6122,3648765,83.8314,84.5335,-3.3179,2.6728,-1.9135,4.5862,66.9765,32.5991,78.8905,-27638841.7496,622591085.0000
2042,2008-04-29,183.0,189.8,181.0,189.13,120.0069,8736005,85.5939,89.8940,-1.6117,3.4427,-0.8422,4.2849,66.6770,33.8204,91.0300,-20233087.6320,631327090.0000
2043,2008-04-30,188.94,189.98,180.4,184.71,117.2024,8709525,85.5810,82.3155,-14.8242,4.4805,0.2223,4.2582,70.9619,34.6675,74.5339,-21105836.4030,622617565.0000
2044,2008-05-02,187.0,193.94,185.2,187.13,118.7379,3301870,81.4454,72.1269,-19.9239,5.0878,1.1954,3.8924,67.7983,36.0833,118.0349,-22949438.2407,625919435.0000
2045,2008-05-05,187.8,193.98,184.8,189.35,120.1465,5627640,72.3150,62.5026,-14.9499,5.5695,2.0702,3.4992,68.4429,37.1707,113.5481,-22998472.9231,631547075.0000
2046,2008-05-06,189.0,190.98,186.42,189.62,120.3178,7518855,66.3319,64.3661,-21.8437,5.9791,2.8520,3.1271,69.4618,38.1495,89.8086,-19964554.2405,639065930.0000
2047,2008-05-07,189.6,189.6,180.25,181.49,115.1592,7682275,58.2681,47.9355,-62.5751,6.2797,3.5375,2.7422,69.9999,36.1957,-14.5873,-25609170.7810,631383655.0000
2048,2008-05-08,174.8,181.2,171.2,172.64,109.5437,6794655,46.6835,27.7489,-93.6787,5.2631,3.8827,1.3804,47.2033,33.5518,-164.2368,-30446962.4231,624589000.0000
2049,2008-05-09,171.4,175.0,166.4,167.17,106.0728,7531760,27.2442,6.0482,-97.2081,4.1354,3.9332,0.2022,43.5806,32.2872,-189.2498,-36630005.8461,617057240.0000
2050,2008-05-12,168.8,176.56,164.0,175.44,111.3203,8558135,16.9896,17.1717,-61.8412,2.9973,3.7460,-0.7487,40.9126,31.6571,-113.0934,-29598157.2305,625615375.0000
2051,2008-05-13,177.3,180.78,172.45,173.84,110.3051,6708675,17.0323,27.8771,-67.1781,2.7496,3.5467,-0.7972,51.6618,29.6854,-57.2876,-34067924.8350,618906700.0000
2052,2008-05-14,173.0,175.5,170.6,172.5,109.4548,5498745,29.4893,43.4193,-71.6478,2.1811,3.2736,-1.0925,46.8692,28.3644,-68.0968,-35302345.2225,613407955.0000
2053,2008-05-15,173.59,179.96,173.59,178.72,113.4016,5241255,43.2743,58.5265,-50.9006,1.7579,2.9705,-1.2125,47.6101,25.7633,-19.0820,-32101647.9696,618649210.0000
2054,2008-05-16,180.0,183.58,178.4,180.01,114.2201,4259275,58.3052,72.9697,-46.5977,1.9177,2.7599,-0.8422,55.1591,23.9605,24.7362,-33713267.9817,622908485.0000
2055,2008-05-20,179.8,179.8,170.2,173.87,110.3241,5023125,65.7120,65.6398,-63.4174,2.0051,2.6089,-0.6039,54.8849,22.9324,-35.8650,-34895799.8188,617885360.0000
2056,2008-05-21,171.02,175.0,170.26,173.95,110.3749,5287345,61.4502,45.7410,-61.1328,1.3503,2.3572,-1.0069,44.1747,22.0071,-50.8715,-31950953.6609,623172705.0000
2057,2008-05-22,173.0,173.0,164.62,165.72,108.9094,7040190,43.9333,20.4192,-91.2155,0.9798,2.0817,-1.1019,46.7771,22.4209,-143.9975,-37142874.7777,616132515.0000
2058,2008-05-23,167.0,168.4,159.2,159.89,105.0779,4864695,26.1266,12.2196,-97.1698,0.1998,1.7053,-1.5056,40.4310,23.7799,-180.7769,-41277863.1747,611267820.0000
2059,2008-05-26,158.0,158.0,151.06,152.58,100.2739,4528385,12.4263,4.6402,-95.3259,-1.1316,1.1379,-2.2696,32.9751,26.1696,-197.4076,-43822628.1949,606739435.0000
2060,2008-05-27,154.0,156.0,146.05,147.75,97.0997,7206045,7.1745,4.6637,-95.4703,-2.4809,0.4142,-2.8951,30.2228,28.9002,-152.6892,-48566309.6621,599533390.0000
2061,2008-05-28,149.6,163.28,148.0,162.04,106.4909,10595885,10.9339,23.4977,-57.3941,-3.8608,-0.4408,-3.4199,27.4250,29.0281,-70.0931,-39690184.0646,610129275.0000
2062,2008-05-29,163.0,165.8,155.05,156.6,102.9158,7768755,21.8769,37.4693,-71.8891,-3.8289,-1.1184,-2.7105,44.7361,28.4250,-48.1905,-45218642.5891,602360520.0000
2063,2008-05-30,159.79,160.9,149.09,158.65,104.263,13104250,39.2482,56.7777,-66.4269,-4.0164,-1.6980,-2.3184,42.0655,28.8572,-58.4282,-37107545.4245,615464770.0000
2064,2008-06-02,155.0,161.45,148.04,149.87,98.4929,6234105,45.8982,43.4476,-88.6815,-4.4996,-2.2583,-2.2413,38.2768,29.4088,-73.6990,-41640170.7503,609230665.0000
2065,2008-06-03,148.0,153.34,144.45,151.48,99.551,6517185,46.3047,38.6888,-76.9885,-5.3853,-2.8837,-2.5016,33.3932,30.4574,-97.6331,-37850087.0920,615747850.0000
2066,2008-06-04,151.4,155.34,145.64,147.36,96.8434,6448785,34.7009,21.9664,-89.8073,-5.7467,-3.4563,-2.2903,37.6840,30.7086,-91.7765,-42011876.9315,609299065.0000
2067,2008-06-05,147.36,155.46,144.65,154.18,101.3254,7198200,31.7509,34.5975,-59.3737,-6.2866,-4.0224,-2.2642,34.7302,31.1124,-52.4882,-36518355.1359,616497265.0000
2068,2008-06-06,158.0,158.0,151.2,152.11,99.965,6678345,31.7351,38.6414,-64.1218,-5.7891,-4.3757,-1.4134,46.9082,30.5291,7.9377,-41409253.6705,609818920.0000
2069,2008-06-09,149.0,149.96,137.0,140.62,92.4139,9781085,37.6943,39.8441,-87.4306,-6.0514,-4.7109,-1.3405,39.9098,32.2743,-176.6305,-45726224.5239,600037835.0000
2070,2008-06-10,142.02,143.77,134.2,136.3,89.5749,7946910,34.0641,23.7068,-93.3544,-6.7447,-5.1176,-1.6271,35.3633,34.1696,-176.0134,-50185455.0098,592090925.0000
2071,2008-06-11,137.0,141.77,136.7,141.16,92.7688,4550100,27.3287,18.4351,-77.9747,-7.6115,-5.6164,-1.9951,32.4126,35.8754,-114.5967,-46730249.3561,596641025.0000
2072,2008-06-12,139.6,144.0,135.0,142.87,93.8926,6557125,22.3246,24.8319,-68.1835,-7.9965,-6.0924,-1.9041,35.5093,36.5363,-79.3534,-41819698.5863,603198150.0000
2073,2008-06-13,146.0,147.98,140.0,140.9,92.5979,7637070,26.4429,36.0616,-75.4129,-7.6964,-6.4132,-1.2832,42.6907,35.6655,-39.9152,-47734131.8387,595561080.0000
2074,2008-06-16,142.0,147.96,142.0,147.15,96.7054,9110270,39.5110,57.6393,-45.5883,-7.6927,-6.6691,-1.0236,39.6264,34.8818,4.1278,-41100180.1160,604671350.0000
2075,2008-06-17,147.4,160.6,145.43,158.9,104.4273,10982725,56.7724,76.6162,-6.4394,-7.1713,-6.7696,-0.4018,45.4949,32.2845,116.4686,-32578990.8171,615654075.0000
2076,2008-06-18,159.0,160.8,148.24,150.1,98.6441,15260880,72.0700,81.9544,-40.2255,-5.7558,-6.5668,0.8110,55.7592,29.9927,80.2505,-43319925.5017,600393195.0000
2077,2008-06-19,148.0,148.6,142.4,143.62,94.3855,10563620,71.6669,56.4301,-64.5865,-5.4587,-6.3452,0.8865,46.5273,27.5904,-10.3183,-49726254.5275,589829575.0000
2078,2008-06-20,143.6,146.78,138.82,140.74,92.4928,15450330,55.5355,28.2221,-75.4135,-5.5147,-6.1791,0.6644,43.3382,26.2482,-38.1239,-57723159.2730,574379245.0000
2079,2008-06-23,140.0,141.8,134.0,139.43,91.6319,9577325,33.3730,15.4667,-79.7388,-5.7829,-6.0998,0.3170,40.7962,26.0306,-84.4479,-53965923.3225,564801920.0000
2080,2008-06-24,141.0,143.94,134.0,135.73,89.2003,7184750,18.5020,11.8172,-93.5448,-5.8473,-6.0493,0.2020,41.8489,25.1665,-91.5834,-58649750.5338,557617170.0000
2081,2008-06-25,132.0,138.82,128.4,137.01,90.0415,13616080,16.7991,23.1134,-73.4259,-6.5491,-6.1493,-0.3998,35.5309,25.5073,-119.7769,-49764042.4043,571233250.0000
2082,2008-06-26,138.0,141.0,133.0,135.64,89.1411,9903815,21.4735,29.4899,-77.6543,-6.5457,-6.2286,-0.3171,42.0154,25.1027,-84.0487,-53131341.9803,561329435.0000
2083,2008-06-27,132.0,132.0,123.4,125.72,82.6218,12046395,27.9021,31.1031,-93.7968,-6.9471,-6.3723,-0.5748,37.7918,26.4116,-146.2228,-58678287.9447,549283040.0000
2084,2008-06-30,125.0,127.0,117.24,121.01,79.5265,11179920,27.3983,21.6019,-91.3453,-7.7408,-6.6460,-1.0948,33.4349,28.4046,-150.7342,-61221254.1572,538103120.0000
2085,2008-07-01,122.0,122.0,116.0,118.77,78.0543,9449995,21.6233,12.1650,-93.8170,-8.5137,-7.0195,-1.4942,31.6949,30.3519,-139.5428,-61945763.2239,528653125.0000
2086,2008-07-02,119.46,129.0,113.66,126.89,83.3907,10781475,19.4323,24.5302,-62.1351,-9.2249,-7.4606,-1.7643,30.2157,29.8522,-79.4381,-54130250.2791,539434600.0000
2087,2008-07-03,125.57,127.0,112.6,116.04,76.2602,12157755,20.8098,25.7342,-89.9356,-9.1895,-7.8064,-1.3832,37.9555,29.5890,-94.4265,-60479295.8535,527276845.0000
2088,2008-07-04,115.8,122.98,112.44,120.09,78.9218,10910840,29.2346,37.4394,-75.7143,-9.8365,-8.2124,-1.6241,31.7074,29.3825,-80.7157,-55551833.6493,538187685.0000
2089,2008-07-07,118.0,126.62,117.68,120.79,79.3819,8511535,33.7635,38.1168,-73.4921,-10.0558,-8.5811,-1.4747,34.4089,27.9798,-42.6795,-58141473.0165,546699220.0000
2090,2008-07-08,118.0,124.58,113.3,121.39,79.7762,9894800,41.9259,50.2214,-68.6625,-10.1130,-8.8875,-1.2255,34.4089,27.6750,-55.0260,-53843205.7262,556594020.0000
2091,2008-07-09,125.0,135.0,124.05,133.82,87.945,11953780,51.5836,66.4127,-25.1400,-9.4842,-9.0068,-0.4774,43.2302,25.2905,103.1901,-44465750.9478,568547800.0000
2092,2008-07-10,133.0,137.57,127.6,135.69,89.174,10404950,65.6930,80.4448,-7.4811,-8.2452,-8.8545,0.6093,51.5112,23.7152,159.0505,-37984841.1417,578952750.0000
2093,2008-07-11,134.02,140.0,130.02,133.05,87.439,17444255,77.9812,87.0862,-25.2177,-7.0992,-8.5034,1.4042,52.4929,22.8283,128.4260,-44836692.0554,561508495.0000
2094,2008-07-14,133.0,138.2,125.12,126.87,83.3776,26102490,79.9895,72.4376,-47.6415,-6.2018,-8.0431,1.8413,51.3380,20.6954,58.3415,-63954567.6129,535406005.0000
2095,2008-07-15,125.4,125.4,115.26,119.42,78.4815,25507360,68.9089,47.2030,-74.6735,-6.0343,-7.6413,1.6070,43.4279,20.5693,-58.5611,-68532831.8396,509898645.0000
2096,2008-07-16,120.0,121.8,116.2,116.89,76.8188,15732200,48.1277,24.7424,-83.8534,-6.2651,-7.3661,1.1010,38.7181,20.4558,-68.3210,-80388161.1847,494166445.0000
2097,2008-07-17,123.96,128.38,119.2,127.09,83.5221,24378020,31.8952,23.7402,-46.8433,-6.0586,-7.1046,1.0460,43.6937,18.6189,-3.8709,-62861521.9683,518544465.0000
2098,2008-07-18,128.86,140.0,128.2,137.12,90.1137,17510465,32.0236,47.5882,-10.7865,-5.4369,-6.7711,1.3342,49.3479,18.8124,92.3074,-53898550.8549,536054930.0000
2099,2008-07-21,139.0,140.8,134.66,139.48,91.6647,13301175,49.4437,77.0026,-4.8000,-4.0789,-6.2326,2.1537,58.8493,19.1191,104.4815,-46316479.1017,549356105.0000
2100,2008-07-22,139.0,148.96,137.4,147.01,96.6133,18384215,72.3345,92.4127,-5.7864,-2.9685,-5.5798,2.6113,58.8493,20.6373,145.4939,-34134582.3622,567740320.0000
2101,2008-07-23,151.11,160.4,150.4,152.73,100.3725,16014820,86.5010,90.0876,-16.9916,-1.0987,-4.6836,3.5849,67.7647,23.3079,175.4301,-42686489.8363,583755140.0000
2102,2008-07-24,153.0,159.36,148.4,152.06,99.9322,15729165,88.5590,83.1768,-18.4758,0.5296,-3.6410,4.1705,68.9319,25.1644,121.4829,-47910404.8274,568025975.0000
2103,2008-07-25,143.54,148.4,141.2,142.57,93.6954,11082795,78.4452,62.0711,-39.4993,1.0446,-2.7039,3.7484,57.3774,25.0005,48.6842,-54775548.0762,556943180.0000
2104,2008-07-28,126.8,143.94,126.8,139.46,91.6516,15375255,64.2502,47.5028,-46.3890,0.1008,-2.1429,2.2437,43.1548,22.9052,-1.5602,-47437757.4336,541567925.0000
2105,2008-07-29,136.0,137.4,123.02,123.94,81.452,23506465,44.3991,23.6234,-82.4887,0.0941,-1.6955,1.7896,50.6280,21.6060,-70.3792,-67936424.1242,518061460.0000
2106,2008-07-30,124.81,137.98,124.81,135.85,89.2791,21863800,32.0915,25.1484,-59.5874,-0.8048,-1.5174,0.7126,42.9900,20.3233,-53.8101,-53144709.5356,539925260.0000
2107,2008-07-31,136.0,136.99,129.02,130.78,85.9472,13695970,23.8508,22.7807,-79.2402,-0.6073,-1.3354,0.7281,51.1745,19.1689,-70.5641,-60791787.2657,526229290.0000
2108,2008-08-01,130.0,136.8,125.0,135.98,89.3645,17893810,30.1798,42.6103,-65.3291,-0.9243,-1.2531,0.3289,47.1424,18.8697,-63.4892,-45384934.1685,544123100.0000
2109,2008-08-04,136.0,142.96,134.04,141.21,92.8017,16348105,42.2136,61.2497,-51.3376,-0.6834,-1.1392,0.4558,51.3974,17.1909,-3.8368,-35451434.2913,560471205.0000
2110,2008-08-05,141.8,154.6,139.97,152.11,99.965,22491705,61.8217,81.6051,-22.1776,-0.0243,-0.9162,0.8919,55.2652,17.3360,72.4865,-20615838.4872,582962910.0000
2111,2008-08-06,155.0,160.36,147.0,148.61,97.6648,21401295,75.3556,83.2118,-31.4676,1.5454,-0.4239,1.9693,62.7595,18.2836,104.6344,-36859034.1201,561561615.0000
